ID_INVENTARIO,RUC,RAZON_SOCIAL,NOMBRE_COMERCIAL,DIRECCION_ESTABLECIMIENTO,UBIGEO,CODIGO_DEPARTAMENTO,DEPARTAMENTO,CODIGO_PROVINCIA,PROVINCIA,CODIGO_DISTRITO,DISTRITO,REPRESENTANTE_LEGAL,TELEFONO,WEB,CORREO_ELECTRONICO,CLASE,CATEGORIA,CONSTANCIA_CERTIFICADO,FECHA_EXPEDIENTE,HABITACIONES,CAMAS,CAMAS_POR_HABITACION,ESTADO,FECHA_CORTE
EST-00137,20607468568,INVERSIONES MIAMI TARAPOTO S.A.C.,LA POSADA LODGE,JR. ORIENTAL 175,220910,22,SAN MARTIN,09,SAN MARTIN,10,MORALES,B1A648712B1E,993122673,NO REGISTRADO,RESERVASPOSADALODGE@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,007-2023,20230508,34,75,2.2,ACTIVO,20260609
EST-00138,20605234322,KANTU GARDEN LODGE S.A.C.,KANTU GARDEN LODGE,JR. EDMUNDO DEL AGUILA S/N,220101,22,SAN MARTIN,01,MOYOBAMBA,01,MOYOBAMBA,82A54BD3A8FB,42351777,WWW.KUNTULODGE.COM,KANTULODGE@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,002-2021,20211221,16,17,1.1,ACTIVO,20260609
EST-00139,10442844815,ALVARADO LINAREZ FREDY,ALOJAMIENTO MORALES SUITE,JR. SAN MARTIN 540,220910,22,SAN MARTIN,09,SAN MARTIN,10,MORALES,B8DFDBB42949,999218980,NO REGISTRADO,FREDGAEN@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,011-2023,20230615,20,40,2,ACTIVO,20260609
EST-00140,10436042961,REINA CABRERA LOURDES,CASA HOSPEDAJE EL PORTON,JR. SAN MARTIN 449,220101,22,SAN MARTIN,01,MOYOBAMBA,01,MOYOBAMBA,5D70D7EF033B,42562900,NO REGISTRADO,CASAHOSPEDAJEELPORTON@YAHOO.COM.PE,NO REGISTRADO,NO REGISTRADO,001-2015,20150827,15,18,1.2,ACTIVO,20260609
EST-00141,10008374410,ESPINOZA ALVINO NERI FELIPA,HOSPEDAJE CELIS,JR. CALLAO 845,220101,22,SAN MARTIN,01,MOYOBAMBA,01,MOYOBAMBA,32FC07EE64C8,42562457,NO REGISTRADO,NERIESPINOZA@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,003-2016,20160505,29,29,1,ACTIVO,20260609
EST-00142,20602752888,WAQANKI ECOLODGE S.A.C.,WAQANKI ECOLODGE S.A.C,CAR. BANOS TERMALES S/N,220101,22,SAN MARTIN,01,MOYOBAMBA,01,MOYOBAMBA,7D600B6ECA47,964785853,NO REGISTRADO,WAQANKIRESERVAS@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,002-2018,20180309,10,15,1.5,ACTIVO,20260609
EST-00143,20603972164,INVERSIONES KILLAPURA S.A.C.,HOSPEDAJE COUNTRY CLUB ECO,JR. MANUEL DEL AGUILA 667 1,220101,22,SAN MARTIN,01,MOYOBAMBA,01,MOYOBAMBA,94D481FAC43C,423525,WWW.COUNTRYCLUBECO.COM,RESCAJADILLO@COUNTRYCLUBECO.COM,NO REGISTRADO,NO REGISTRADO,-2021,20201013,16,22,1.4,ACTIVO,20260609
EST-00144,20606146931,NATLIFE E.I.R.L.,WAYLLA ECO REFUGIO,CAR. PACCHILLA KM.2.5 SECTOR ATUN RUMI,220903,22,SAN MARTIN,09,SAN MARTIN,03,CACATACHI,4D8B5AB56283,918858232,WWW.WAYLLA.COM.PE,WAYLLAECOREFUGIO@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,010-2023,20230517,6,24,4,ACTIVO,20260609
EST-00145,10008283686,BARBARAN YOMONA DOLITA,ORQUIDEAS ALOJAMIENTO FAMILIAR,JR. CIRO ALEGRIA 319,220910,22,SAN MARTIN,09,SAN MARTIN,10,MORALES,B60BF688A057,942939898,NO REGISTRADO,BARBARAN04@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,004-2023,20230417,12,23,1.9,ACTIVO,20260609
EST-00146,10078703011,TINEO SANGUINETTI GABRIELA,INDANO ART LODGE,JR. SANTIAGO TAPULLIMA B12,220501,22,SAN MARTIN,05,LAMAS,01,LAMAS,E7D9999D8A8F,997931141,WWW.INDANOLODGE.ART,GABRIELATINEO@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,005-2023,20230502,6,12,2,ACTIVO,20260609
EST-00147,20605339159,PERU AMA - NATURE E.I.R.L.,CASA DE PALOS BOUTIQUE,JR. LEONCIO PRADO 155,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,BFA21D5C61F5,948575678,NO REGISTRADO,CASADEPALOSBOUTIQUE@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,003-2023,20230328,13,23,1.8,ACTIVO,20260609
EST-00148,20609741962,CORPORACION TURISTICA FANDA S.R.L.,FANDA,JR. RAMIREZ HURTADO 134,220913,22,SAN MARTIN,09,SAN MARTIN,13,SAUCE,C2CAFC779015,971336005,WWW.FANDA.PE,RESERVAS@FANDA.PE,NO REGISTRADO,NO REGISTRADO,011-2022,20221102,8,16,2,ACTIVO,20260609
EST-00149,20609787245,INVERSIONES & SERVICIOS AMAZON TERRA E.I.R.L.,MUYUTERRA CASA HOSPEDAJE,JR. DEL MAYO 345,220101,22,SAN MARTIN,01,MOYOBAMBA,01,MOYOBAMBA,0EB665168297,931872706,HTTPS:/MUYUTERRAHOSPEDAJE.COM,MUYUTERRAHOSPEDAJE@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,13,20221206,8,8,1,ACTIVO,20260609
EST-00150,10011139154,USHINAHUA VELA DE GARATE LUZ LILI,ALOJAMIENTO LA PREVIA,JR. TARAPOTO TARAPOTO,220702,22,SAN MARTIN,07,PICOTA,02,BUENOS AIRES,C4D88B7825B5,921193480,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,002-2022,20220427,10,20,2,ACTIVO,20260609
EST-00151,20494144043,PAZ ECOLUX S.A.C.,SHIMIYACU AMAZON LODGE,PRLG ALERTA LA BANDA DE SHILCAYO,220909,22,SAN MARTIN,09,SAN MARTIN,09,LA BANDA DE SHILCAYO,EBD147913C96,966609151,WWW.SHIMIYACULODGETARAPOTO.COM,SHIMIYACU@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,20990101,6,12,2,ACTIVO,20260609
EST-00152,20601801095,RODRI ORTIZ S.A.C.,HOSPEDAJE SANTA ROSA DE CUMBAZA,JR. CUZCO 160 TARAPOTO,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,8CF073FB326D,999228181,NO REGISTRADO,RODRIGUEZGEORGE578@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,20990101,13,26,2,ACTIVO,20260609
EST-00153,10011065029,TORRES VILLACORTA MARDEN ANGEL,HOSPEDAJE ROSA VICTORIA,JR. SANTA INES 138 TARAPOTO,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,88965C521D0F,42520646,NO REGISTRADO,HOSPEDAJEROSAVICTORIA@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,20990101,7,12,1.7,ACTIVO,20260609
EST-00154,10424189222,GARCIA PEREZ ELVIS,HOSPEDAJE TARAPOTO PLAZA,JR. ALFONSO UGARTE 253 TARAPOTO,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,6F40A72B52A6,951623325,NO REGISTRADO,ELVIS_330@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,20990101,15,30,2,ACTIVO,20260609
EST-00155,10444961428,NAVARRO SANTA MARIA RUBI ELISA,ALOJAMIENTO FIORELLA,JR. JIMENEZ PIMENTEL 326 TARAPOTO,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,9424D765E20A,999999999,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,20990101,15,19,1.3,ACTIVO,20260609
EST-00156,20493925670,CRISTINA MENDOZA E.I.R.L,HOSPEDAJE CENTRIKA,JR. MANUELA MOREY 233 TARAPOTO,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,61CA052A4CAA,42530977,NO REGISTRADO,CENTRIKATARAPOTO@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,20990101,11,24,2.2,ACTIVO,20260609
EST-00157,10011436213,GARCIA FLORES RUSBER,HOSPEDAJE EL ESTERO,JR. ORELLANA 135 TARAPOTO,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,9CF68A2472D6,42590391,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,20990101,14,28,2,ACTIVO,20260609
EST-00158,20602971946,INVERSIONES RANA S.A.C.,BOSQUE GUARDIA LODGE,CAR. TARAPOTO - YURIMAGUAS KM 27.9 VALLE DEL TIRACO,220909,22,SAN MARTIN,09,SAN MARTIN,09,LA BANDA DE SHILCAYO,D4A5D8C7D6E6,931426520,WWW.BOSQUEGUARDIAN.COM,ADMINISTRACIONLODGE@BOSQUEGUARDIAN.COM,NO REGISTRADO,NO REGISTRADO,003-2022,20220513,12,24,2,ACTIVO,20260609
EST-00159,17429473420,DOMENECH CASTILLO AYBE MARIANA,TINKU MULTIESPACIO,JR. MANUEL MOREY 505 TARAPOTO,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,3F9B3390D176,42782437,NO REGISTRADO,AYBEDOMENECH@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,CONSTANCIA N°006-2022-GRSM-DIRCETUR-SM,20220623,6,14,2.3,ACTIVO,20260609
EST-00160,20494123712,PANGEA CONSULTORES Y ASESORES SOCIEDAD ANONIMA CERRADA,LA CASA DE ARRIBA,CAR. BANOS TERMALES,220101,22,SAN MARTIN,01,MOYOBAMBA,01,MOYOBAMBA,8A7A0B461423,942699974,NO REGISTRADO,INFO@PANGEACONSULTORES.PE,NO REGISTRADO,NO REGISTRADO,9,20220704,6,6,1,ACTIVO,20260609
EST-00161,10167234815,QUINONES BECERRA ALDO RONAL,HOSPEDAJE BACHIG,JR. INDEPENDENCIA 709 MOYOBAMBA,220101,22,SAN MARTIN,01,MOYOBAMBA,01,MOYOBAMBA,067B09396BB3,42351204,WWW.BACHIG.COM,HBACHIG@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,010-2022,20220714,6,6,1,ACTIVO,20260609
EST-00162,10008329660,GONZALEZ YLLATOPA AURISTELA,HOSPEDAJE PALO BLANCO,JR. LOS JAZMINES - URBANIZACION SANTA CLOTILDE S/N MOYOBAMBA,220101,22,SAN MARTIN,01,MOYOBAMBA,01,MOYOBAMBA,93ED80655184,42350608,NO REGISTRADO,HOSPEDAJEPALOBLANCO@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,007-2022,20220701,8,8,1,ACTIVO,20260609
EST-00163,20608395483,CORPORACION CABRERA S.A.C.,FINCA DON PEPITO,JR. 20 DE ABRIL 826 SECTOR TINGANA,220101,22,SAN MARTIN,01,MOYOBAMBA,01,MOYOBAMBA,7138E2748369,952042219,WWW.FINCADONPEPITO.COM,FINCADONPEPITO@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,004-2022,20220527,7,7,1,ACTIVO,20260609
EST-00164,10010350013,VELA ALVA GREGORIO,RESIDENCIAL ROCIO,JR. ALMIRANTE GRAU 740 RIOJA,220801,22,SAN MARTIN,08,RIOJA,01,RIOJA,82D913543667,942047728,NO REGISTRADO,ANITAVELA21@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,005-2022,20220602,33,33,1,ACTIVO,20260609
EST-00165,20572189679,PERU TRES NORTES S.A.C,PUMA RINRI AMAZON LODGE,A CHAZUTA KM 16.5,220914,22,SAN MARTIN,09,SAN MARTIN,14,SHAPAJA,5B547E4D8A31,526694,WWW.PUMARINRI.COM,LDALMAU@PERUTRESNORTES.COM,ALBERGUE,SIN CATEGORIA,089.22.09.01,20160109,14,40,2.9,ACTIVO,20260609
EST-00166,20542271168,INVERSIONES FRIENDS S.A.C,ALBERGUE EL TUITY,INCA GARCILAZO DE LA VEGA 408,220501,22,SAN MARTIN,05,LAMAS,01,LAMAS,0573385CBD25,917016324,NO REGISTRADO,ALANGLENCORALLOZANO@YAHOO.COM,ALBERGUE,SIN CATEGORIA,144-22.09.01,20200412,12,24,2,ACTIVO,20260609
EST-00167,20572267815,CORPORACION TURISTICA HOTELERA SOYUX S.R.L,SUYOX TARAPOTO HOTEL,AUGUSTO B. LEGUIA 604,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,222DF83453AD,521662,NO REGISTRADO,NO REGISTRADO,HOTEL,1 ESTRELLA,138-22.09.01,20201026,20,31,1.6,ACTIVO,20260609
EST-00168,20450379914,TARAPOTO HOTEL & SUITES SAC,TARAPOTO HOTEL & SUITES,JIMENEZ PIMENTEL 1215,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,8E31C63B6166,528080,WWW.HOTELYSUITES.COM.PE,TARAPOTO@HOTELYSUITES.COM.PE,HOTEL,1 ESTRELLA,082.22.09.01,20160526,20,38,1.9,ACTIVO,20260609
EST-00169,20602307183,CORPORACION TURISTICA LAS HAMACAS S.A.C.,LAS HAMACAS HOTEL,HUALLAGA 636,220913,22,SAN MARTIN,09,SAN MARTIN,13,SAUCE,C77456C332A5,915229358,HTTP://WWW.LASHAMACASHOTELSAUCE.COM/,LASHAMACASHOTEL.SAUCE@GMAIL.COM,HOTEL,3 ESTRELLAS,149-22.09.01,20210215,30,70,2.3,ACTIVO,20260609
EST-00170,10011171261,RAMIREZ ARRARTE ILIANDYA,ALOJAMIENTO LA SIESTA,PROGRESO 468,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,BFFA28C7B283,972514440,NO REGISTRADO,LASIESTA.TARAPOTO@GMAIL.COM,ALBERGUE,SIN CATEGORIA,CERTIFICADO N° 005-2026-GRSM-DIRCETUR-SM,20260303,26,45,1.7,ACTIVO,20260609
EST-00171,20613202707,CASA HOSPEDAJE LOS HELECHOS PARTIDO ALTO TARAPOTO E.I.R.L.,CASA HOSPEDAJE LOS HELECHOS,MIGUEL GRAU 1180,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,923631966B78,978406873,NO REGISTRADO,LIBECHITA10@GMAIL.COM,ALBERGUE,SIN CATEGORIA,CERTIFICADO N° 004-2026-GRSM-DIRCETUR-SM,20260227,9,18,2,ACTIVO,20260609
EST-00172,10751098541,AGUILAR RODRIGUEZ WEMPER OLIMAN,HOSPEDAJE SHAPAJA,SHAPAJA 233 BARRIO HUAYCO,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,C20F927FB627,938975506,NO REGISTRADO,AGUILARWEMPER@GMAIL.COM,ALBERGUE,SIN CATEGORIA,CERTIFICADO N° 003-2026-GRSM-DIRCETUR-SM,20260217,10,20,2,ACTIVO,20260609
EST-00173,20606816261,ESKAMI GROUP E.I.R.L.,COSTA AZUL,AHUASHIYACU 491,220909,22,SAN MARTIN,09,SAN MARTIN,09,LA BANDA DE SHILCAYO,9B109F2BAFA4,934911979,NO REGISTRADO,COSTAAZULHOTELTARAPOTO@GMAIL.COM,HOTEL,1 ESTRELLA,145-22.09.1,20201215,20,40,2,ACTIVO,20260609
EST-00174,20227553236,CORPORACION TURISTICA AMAZONICA S A,HOTEL LAGO LINDO BIRD,SAUCE KM 10,220913,22,SAN MARTIN,09,SAN MARTIN,13,SAUCE,B68B3A1F6C48,42524242,WWW.PUERTOPALMERASHOTEL.COM.PE,RECEPCION@PUERTOPALMERAS.COM.PE,HOTEL,3 ESTRELLAS,105.22.09.01,20171112,23,54,2.3,ACTIVO,20260609
EST-00175,10009527236,VASQUEZ PINCHI CESAR LUIS,HOSTERIA 147,JIRON PARAISO 147-149 BARRIO SACHAPUQUIO,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,3966EF2ECB17,959582406,NO REGISTRADO,VASQUEZPINCHICESAR@GMAIL.COM,ALBERGUE,SIN CATEGORIA,CERTIFICADO N°002-2026-GRSM/DIRCETUR-SM,20260128,11,18,1.6,ACTIVO,20260609
EST-00176,20603053321,CORPORACION TURISTICA MARINA S.A.C.,RESIDENCIAL MARINA HOUSE,RICARDO PALMA 544,220909,22,SAN MARTIN,09,SAN MARTIN,09,LA BANDA DE SHILCAYO,ECA972AFF82A,42565519,NO REGISTRADO,NO REGISTRADO,HOSTAL,3 ESTRELLAS,122.22.09.01,20181231,10,20,2,ACTIVO,20260609
EST-00177,20572150209,MULTISERVICIOS MARVI E.I.R.L.,AMAZON RIVERS,LOS LIRIOS 247 BARRIO LOS JARDINES,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,EF2CDE81ADFA,942924363,NO REGISTRADO,AMAZ-HOSTAL2006@HOTMAIL.COM,ALBERGUE,SIN CATEGORIA,CERTIFICADO N°001-2026-GRSM/DIRCETUR-SM,20260120,33,49,1.5,ACTIVO,20260609
EST-00178,20602971946,INVERSIONES RANA S.A.C.,BOSQUE GUARDIAN LODGE,YURIMAGUAS KM 27.9,220909,22,SAN MARTIN,09,SAN MARTIN,09,LA BANDA DE SHILCAYO,152B6EF0A88A,901052452,WWW.BOSQUEGUARDIAN.COM,GERENCIABOSQUEGUARDIANLODGE@GMAIL.COM,ALBERGUE,SIN CATEGORIA,CERTIFICADO N°010-2025-GRSM/DIRCETUR-SM,20251016,11,22,2,ACTIVO,20260609
EST-00179,10008196759,ZABARBURU VILLARREAL FEBRONIA,MI KAMA,CALLAO 783,220101,22,SAN MARTIN,01,MOYOBAMBA,01,MOYOBAMBA,41AA79687F63,942429208,NO REGISTRADO,NO REGISTRADO,ALBERGUE,SIN CATEGORIA,9,20251010,12,15,1.2,ACTIVO,20260609
EST-00180,20607975231,HOTEL LA PALMERA DE ORO E.I.R.L.,HOTEL PALMERA DE ORO,PROGRESO 274 BARRIO HUAYCO,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,F66B6FFD0781,980886853,NO REGISTRADO,LAPALMERADEORO274@GMAIL.COM,HOTEL,2 ESTRELLAS,CERTIFICADO N°002-2025-GRSM/DIRCETUR-SM,20250402,20,40,2,ACTIVO,20260609
EST-00181,20606897856,E & G CAPITAL SOCIEDAD ANONIMA CERRADA,HOSTAL SUENO TROPICAL,ALEGRIA ARIAS DE MOREY 579 BARRIO SUCHICHE,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,6D1823B887ED,927804711,NO REGISTRADO,CAPITALEYG@GMAIL.COM,HOSTAL,2 ESTRELLAS,CERTIFICADO N° 004-2022-GRSM/DIRCETUR-SM,20221103,15,26,1.7,ACTIVO,20260609
EST-00182,20450448746,PLAZA INVEST S.R.L.,HOTEL TARAPOTO INN,JIMENEZ PIMENTEL 115,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,7270B8C906E8,942870738,WWW.HOTELTARAPOTO.COM,ADMIN@HOTELTARAPOTO.COM,HOTEL,1 ESTRELLA,CERTIFICADO N° DE REGISTRO 074.22.09.01,20160125,20,20,1,ACTIVO,20260609
EST-00183,10429040979,CRUZADO COLLAZOS SILVIA,HOTEL LUNA AZUL,MANCO CAPAC 276,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,4DF43AF3B986,991983360,NO REGISTRADO,CRUZADOCOLLAZOSSILVIA@GMAIL.COM,HOTEL,2 ESTRELLAS,CERTIFICADO N°008-2025-GRSM/DIRCETUR-SM,20251107,20,22,1.1,ACTIVO,20260609
EST-00184,20601657369,SUMAJ CASA E.I.R.L.,SUMAJ CASA HOTEL,PUTUMAYO S/N SECTOR TARAPOTILLO CDRA. 6,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,1A3FFC717453,942947011,WWW.VIVESUMAJ.COM,SUMAJRESERVAS@GMAIL.COM,HOTEL,3 ESTRELLAS,097.22.09.01,20170702,20,32,1.6,ACTIVO,20260609
EST-00185,20542345200,PROYECTOS E INVERSIONES TURISTICAS DEL PERU SOCIEDAD ANONIMA CERRADA,BELLA TERRA HOTELES & RESORTS SPA,ARNULFO GARCIA CORDOVA,220913,22,SAN MARTIN,09,SAN MARTIN,13,SAUCE,743A7CC0C96D,972057459,WWW.BELLATERRAHOTELES.COM,RESERVAS@BELLATERRAHOTELES.COM,HOTEL,5 ESTRELLAS,CERTIFICADO N°001-2022-GRSM/DIRCETUR-SM,20220125,50,100,2,ACTIVO,20260609
EST-00186,20572278779,INVERSIONES INMOBILIARIAS TARAPOTO S.A.C.,HOTEL RUSTICA,MARONILLA FILO S/N,220903,22,SAN MARTIN,09,SAN MARTIN,03,CACATACHI,D624FDB70A96,933869193,NO REGISTRADO,TARAPOTOHOTEL@RUSTICA.COM.PE,HOTEL,3 ESTRELLAS,CERTIFICADO N°007-2025-GRSM/DIRCETUR-SM,20250207,20,40,2,ACTIVO,20260609
EST-00187,10010622552,DIAZ MACEDO AMALIA,REAL TARAPOTO,LA MOLINERA 377,220909,22,SAN MARTIN,09,SAN MARTIN,09,LA BANDA DE SHILCAYO,314E4434F8B0,942469734,NO REGISTRADO,HOSPEDAJEREALTARAPOTO@GMAIL.COM,ALBERGUE,SIN CATEGORIA,CERTIFICADO N°006-2025-GRSM/DIRCETUR-SM,20250618,19,37,1.9,ACTIVO,20260609
EST-00188,20612446629,FUNDO JHONY ECOLODGE S.A.C.,FUNDO JHONY ECOLODGE,CENTRO POBLADO METOYACU,220101,22,SAN MARTIN,01,MOYOBAMBA,01,MOYOBAMBA,8B5AAC3BADCB,991256976,WWW.FUNDOJHONY.COM,INFORMES@FUNDOJHONY.COM,ALBERGUE,SIN CATEGORIA,005-2025,20250513,3,6,2,ACTIVO,20260609
EST-00189,20613464957,EL TAMBO DE TARAPOTO E.I.R.L.,EL TAMBO DE TARAPOTO,SAN PABLO DE LA CRUZ 317 BARRIO SUCHICHE,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,D4122B4AF590,959878078,NO REGISTRADO,DANNY161062@GMAIL.COM,HOTEL,2 ESTRELLAS,CERTIFICADO Nº004-2025-GRSM/DIRCETUR-SM,20250331,38,60,1.6,ACTIVO,20260609
EST-00190,20612017868,LA CABANA DEL LAGO & OHARA RESTAURANT S.A.C.,CAMBRIA TARAPOTO HOSTAL,PEDRO DE URZUA 490 BARRIO HUAYCO,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,1EC9B725D7BE,936237657,NO REGISTRADO,PAQUETESTARAPOTO@GMAIL.COM,HOSTAL,2 ESTRELLAS,CERTIFICADO Nº001-2025-GRSM/DIRCETUR-SM,20251001,9,17,1.9,ACTIVO,20260609
EST-00191,20227553236,CORPORACION TURISTICA AMAZONICA S A,PUERTO PALMERAS TARAPOTO HOTEL,MARGINAL SUR KM.03,220909,22,SAN MARTIN,09,SAN MARTIN,09,LA BANDA DE SHILCAYO,51505CFCBA24,984157556,WWW.PUERTOPALMERAS.COM.PE,RECEPCION@PUERTOPALMERAS.COM.PE,HOTEL,3 ESTRELLAS,CERTIFICADO Nº154-2021-GRSM/DIRCETUR-SM-BM,20211025,62,140,2.3,ACTIVO,20260609
EST-00192,20494089352,ROYAL KERKUS SERVICIOS GENERALES S.A.C.,HOTEL ROYAL KERKUS,ALFONSO UGARTE 2157 BARRIO ATUMPAMPA,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,7D0ED0AFF2CE,993855189,WWW.ROYALKERKUSHOTEL.COM,ROYALKERKUSHOTEL@HOTMAIL.COM,HOTEL,2 ESTRELLAS,111-22.09-01,20180124,38,63,1.7,ACTIVO,20260609
EST-00193,20488854896,LAGUNA AZUL SOCIEDAD ANONIMA CERRADA,LAGUNA AZUL,HUALLAGA 656,220913,22,SAN MARTIN,09,SAN MARTIN,13,SAUCE,8C4459F6AB2D,989134961,WWW.LAGUNAAZUL.PE,GERENCIA@LAGUNAAZUL.PE,HOTEL,3 ESTRELLAS,010-2024,20240920,30,45,1.5,ACTIVO,20260609
EST-00194,20612582093,INVERSIONES JVPA S.A.C,SAN MARINO BY FERRE,PERU 210 URBANIZACION LA PLANICIE,220910,22,SAN MARTIN,09,SAN MARTIN,10,MORALES,C39BC7AA9F8E,959507534,NO REGISTRADO,JPELAEZ@HOTELESFERRE.COM,HOTEL,3 ESTRELLAS,011-2024,20241018,32,56,1.8,ACTIVO,20260609
EST-00195,10711944961,CHAVEZ PEREA SILVANA KATHERINE,PACIFICO TARAPOTO HOTEL,GREGORIO DELGADO 158,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,4C8942390D24,927151641,NO REGISTRADO,PACIFICOHOTELTARAPOTO@GMAIL.COM,HOTEL,1 ESTRELLA,008-2024,20241006,24,28,1.2,ACTIVO,20260609
EST-00196,10011235391,FLORES VEGA LEONOR,HOTEL LEITO INN,SAN MIGUEL 144,220909,22,SAN MARTIN,09,SAN MARTIN,09,LA BANDA DE SHILCAYO,F68FAF5B07DC,948461653,WWW.LEITOINNTARAPOTO.COM,INFO@LEITOINNTARAPOTO.COM,HOTEL,2 ESTRELLAS,141-22.09.01,20201026,20,31,1.6,ACTIVO,20260609
EST-00197,20601181178,LA FLORESTA TARAPOTO HOTEL E.I.R.L.,LA FLORESTA TARAPOTO HOSTAL,MARGINAL SUR KM. 3.5,220909,22,SAN MARTIN,09,SAN MARTIN,09,LA BANDA DE SHILCAYO,6A10279750A7,999983628,WWW.LAFLORESTATARAPOTO.COM,RESERVAS@LAFLORESTATARAPOTO.COM,HOSTAL,3 ESTRELLAS,098.22.09.01,20170802,12,20,1.7,ACTIVO,20260609
EST-00198,20136424867,DERRAMA MAGISTERIAL,DM HOTELES TARAPOTO,LAS FLORES 224,220909,22,SAN MARTIN,09,SAN MARTIN,09,LA BANDA DE SHILCAYO,C8D2D848B7A9,42522225,WWW.DMHOTELES.PE,DMTARAPOTO@DMHOTELES.PE,HOTEL,3 ESTRELLAS,096.22.09.01,20170123,37,80,2.2,ACTIVO,20260609
EST-00199,20542282879,HOTEL PLAZA MOYOBAMBA E.I.R.L.,HOTEL PLAZA MOYOBAMBA,SERAFIN FILOMENO 613,220101,22,SAN MARTIN,01,MOYOBAMBA,01,MOYOBAMBA,499872916B51,932566499,NO REGISTRADO,HOTELPLAZAMOYOBAMBA20@GMAIL.COM,HOTEL,3 ESTRELLAS,005-2018,20180827,27,35,1.3,ACTIVO,20260609
EST-00200,20601162831,FERRETERIA BAZAR MAURICIO E.I.R.L.,HOSTAL PRIMAVERA,CAJAMARCA SUR 676,220804,22,SAN MARTIN,08,RIOJA,04,NUEVA CAJAMARCA,083F9D33CF6F,42556277,NO REGISTRADO,NO REGISTRADO,HOSTAL,2 ESTRELLAS,051-2013,20130621,16,29,1.8,ACTIVO,20260609
EST-00201,20602150179,ROTERMAR HOTEL E.I.R.L.,ROTERMAR HOTEL,ALMIRANTE GRAU 484,220101,22,SAN MARTIN,01,MOYOBAMBA,01,MOYOBAMBA,51759125F37E,45351352,NO REGISTRADO,ROTERMARHOTEL@GMAIL.COM,HOTEL,2 ESTRELLAS,005-2019,20190731,20,38,1.9,ACTIVO,20260609
EST-00202,20603661185,SERVICIOS TURISTICOS MURANO HOTEL E.I.R.L.,HOTEL MURANO,PEDRO CANGA 454,220101,22,SAN MARTIN,01,MOYOBAMBA,01,MOYOBAMBA,DF2E9A3327E5,42351448,WWW.HOTELMURANO.PE,GERENCIA@HOTELMURANO.PE,HOTEL,3 ESTRELLAS,001-2020,20200801,20,31,1.6,ACTIVO,20260609
